date,close,volume,Name
6/26/17,54.81,2647863,STI
6/27/17,55.21,3284474,STI
6/28/17,56.09,3040673,STI
6/29/17,56.82,5388689,STI
6/30/17,56.72,3326898,STI
7/3/17,57.62,1926746,STI
7/5/17,57.72,3736685,STI
7/6/17,57.36,3190451,STI
7/7/17,57.77,3269577,STI
7/10/17,57.55,2470763,STI
7/11/17,57.18,2791070,STI
7/12/17,57.07,2076419,STI
7/13/17,57.49,2408023,STI
7/14/17,56.6,2864383,STI
7/17/17,56.62,2433970,STI
7/18/17,55.96,2724681,STI
7/19/17,55.88,3287314,STI
7/20/17,55.63,4915830,STI
7/21/17,55.98,4773797,STI
7/24/17,57.04,3988620,STI
7/25/17,57.41,4704706,STI
7/26/17,56.73,3610521,STI
7/27/17,56.7,4053166,STI
7/28/17,56.59,3328668,STI
7/31/17,57.29,3416205,STI
8/1/17,57.64,1660314,STI
8/2/17,57.64,1660425,STI
8/3/17,57.8,2268236,STI
8/4/17,58.45,2808280,STI
8/7/17,58.06,2150338,STI
8/8/17,58.05,2962029,STI
8/9/17,57.6,4904374,STI
8/10/17,56.42,3735788,STI
8/11/17,55.99,3418636,STI
8/14/17,57.31,2511105,STI
8/15/17,57.35,2107412,STI
8/16/17,57.46,2833291,STI
8/17/17,56.13,2723215,STI
8/18/17,56.13,2375927,STI
8/21/17,55.78,1935318,STI
8/22/17,56.52,2909242,STI
8/23/17,56.33,2330583,STI
8/24/17,56.23,1889944,STI
8/25/17,56.41,1932867,STI
8/28/17,55.77,2521792,STI
8/29/17,55.12,1731769,STI
8/30/17,55.49,2015911,STI
8/31/17,55.1,2478934,STI
9/1/17,55.48,1287161,STI
9/5/17,53.84,2461133,STI
9/6/17,53.82,2305818,STI
9/7/17,52.3,3123625,STI
9/8/17,52.37,5005614,STI
9/11/17,53.57,4309034,STI
9/12/17,54.64,2449137,STI
9/13/17,55.26,2416641,STI
9/14/17,54.74,4375920,STI
9/15/17,54.83,4310375,STI
9/18/17,55.56,3424092,STI
9/19/17,56.03,3147648,STI
9/20/17,56.67,2921479,STI
9/21/17,57.01,2649226,STI
9/22/17,57.22,2514063,STI
9/25/17,57.47,3832087,STI
9/26/17,58.13,3064407,STI
9/27/17,59.27,4188796,STI
9/28/17,59.3,3681361,STI
9/29/17,59.77,3383554,STI
10/2/17,59.83,1931837,STI
10/3/17,59.52,2686377,STI
10/4/17,59.62,4005638,STI
10/5/17,60.64,3321052,STI
10/6/17,60.77,3244386,STI
10/9/17,60.4,1503398,STI
10/10/17,60.76,2685802,STI
10/11/17,60.17,4493783,STI
10/12/17,59.67,2262437,STI
10/13/17,59.46,4116211,STI
10/16/17,59.8,2275105,STI
10/17/17,59.17,2508938,STI
10/18/17,59.29,3396892,STI
10/19/17,59.11,3410331,STI
10/20/17,60.02,4281960,STI
10/23/17,59.49,2419927,STI
10/24/17,60.18,2882981,STI
10/25/17,59.77,3387431,STI
10/26/17,60.61,2344891,STI
10/27/17,60.62,2684231,STI
10/30/17,60.35,2838615,STI
10/31/17,60.21,3009780,STI
11/1/17,60.53,1783021,STI
11/2/17,60.64,2338505,STI
11/3/17,60.4,1744937,STI
11/6/17,60.15,2187065,STI
11/7/17,58.08,6909790,STI
11/8/17,57.61,6027476,STI
11/9/17,56.8,5928964,STI
11/10/17,56.79,4532255,STI
11/13/17,57.33,3185846,STI
11/14/17,57.64,3080793,STI
11/15/17,57.78,2794364,STI
11/16/17,57.72,3038591,STI
11/17/17,57.77,2471670,STI
11/20/17,58.17,2433016,STI
11/21/17,57.73,2780855,STI
11/22/17,57.62,1852312,STI
11/24/17,57.21,833130,STI
11/27/17,57.34,2200605,STI
11/28/17,59.44,4806033,STI
11/29/17,61.3,5624967,STI
11/30/17,61.63,4692759,STI
12/1/17,61.97,3987541,STI
12/4/17,64.36,6154867,STI
12/5/17,64.03,5172716,STI
12/6/17,64.44,5400524,STI
12/7/17,64.76,4489924,STI
12/8/17,65.2,2566482,STI
12/11/17,64.62,5374318,STI
12/12/17,65.54,4405205,STI
12/13/17,64.57,4578469,STI
12/14/17,64.05,5026020,STI
12/15/17,65,8292295,STI
12/18/17,66.03,4257734,STI
12/19/17,65.63,4411523,STI
12/20/17,65.45,4412810,STI
12/21/17,65.55,5440964,STI
12/22/17,65.76,2325628,STI
12/26/17,65.29,1706165,STI
12/27/17,65.21,1537939,STI
12/28/17,65.44,1429022,STI
12/29/17,64.59,2558811,STI
1/2/18,64.86,3259413,STI
1/3/18,65.68,4720485,STI
1/4/18,65.86,5825629,STI
1/5/18,65.91,4768316,STI
1/8/18,66.35,4319752,STI
1/9/18,66.95,3277356,STI
1/10/18,67.7,3274506,STI
1/11/18,67.86,4168375,STI
1/12/18,68.89,4509411,STI
1/16/18,68.3,2691766,STI
1/17/18,68.35,4388477,STI
1/18/18,67.94,3723432,STI
1/19/18,68.58,5101810,STI
1/22/18,69.88,3742215,STI
1/23/18,70.32,3516428,STI
1/24/18,71.2,3275972,STI
1/25/18,70.6,2817613,STI
1/26/18,71.38,2373538,STI
1/29/18,70.74,3025002,STI
1/30/18,70.51,2934440,STI
1/31/18,70.7,2843240,STI
2/1/18,71.41,3361621,STI
2/2/18,69.48,4794080,STI
2/5/18,66.3,5418206,STI
2/6/18,68.43,6019428,STI
2/7/18,69.01,6349166,STI
2/8/13,56.55,4450677,STT
2/11/13,56.6,7277247,STT
2/12/13,56.93,3501563,STT
2/13/13,57.07,2373842,STT
2/14/13,57.2,2288811,STT
2/15/13,57.24,3335959,STT
2/19/13,57.54,3680054,STT
2/20/13,56.73,3697204,STT
2/21/13,56.09,3406514,STT
2/22/13,57.19,4580355,STT
2/25/13,56.2,6056570,STT
2/26/13,56.9,4068484,STT
2/27/13,56.97,4320034,STT
2/28/13,56.59,5292928,STT
3/1/13,56.31,3774339,STT
3/4/13,57.1,2398867,STT
3/5/13,57.5,3839694,STT
3/6/13,58.66,5272636,STT
3/7/13,58.66,3357427,STT
3/8/13,59.2,3502404,STT
3/11/13,59.38,2191231,STT
3/12/13,59.13,1841676,STT
3/13/13,59.81,2060955,STT
3/14/13,59.95,2567482,STT
3/15/13,60.03,6328146,STT
3/18/13,59.31,2410722,STT
3/19/13,59.26,2780577,STT
3/20/13,60.53,4201182,STT
3/21/13,59,2894265,STT
3/22/13,59.77,2652494,STT
3/25/13,59.32,2534095,STT
3/26/13,59.76,2598972,STT
3/27/13,59.41,3159707,STT
3/28/13,59.09,3360542,STT
4/1/13,58.23,2355860,STT
4/2/13,58.71,2386238,STT
4/3/13,56.91,4054055,STT
4/4/13,57.17,3342511,STT
4/5/13,57.57,4297749,STT
4/8/13,57.96,2500204,STT
4/9/13,58.48,2971446,STT
4/10/13,59.94,3644950,STT
4/11/13,60.48,3450447,STT
4/12/13,59.75,2444466,STT
4/15/13,57.66,3080645,STT
4/16/13,58.31,2549721,STT
4/17/13,57.29,3119367,STT
4/18/13,56.51,3456934,STT
4/19/13,56.93,6027150,STT
4/22/13,57.25,2980612,STT
4/23/13,58.26,2663478,STT
4/24/13,58.27,1843400,STT
4/25/13,58.3,1880067,STT
4/26/13,57.86,1714289,STT
4/29/13,58.15,1339113,STT
4/30/13,58.47,2018228,STT
5/1/13,57.47,2291960,STT
5/2/13,57.6,2372288,STT
5/3/13,59.45,3609693,STT
5/6/13,59.53,2131235,STT
5/7/13,59.68,1700704,STT
5/8/13,60.56,2184352,STT
5/9/13,60.22,2150795,STT
5/10/13,60.33,2089132,STT
5/13/13,61.67,2506545,STT
5/14/13,63.59,4061668,STT
5/15/13,63.61,4032825,STT
5/16/13,63.81,3484122,STT
5/17/13,65.16,3522569,STT
5/20/13,65.19,2517093,STT
5/21/13,65.09,2973913,STT
5/22/13,65.16,5451571,STT
5/23/13,64.6,2593383,STT
5/24/13,64.49,2750282,STT
5/28/13,67.15,4985803,STT
5/29/13,66.85,6080041,STT
5/30/13,67.19,4162008,STT
5/31/13,66.18,3584164,STT
6/3/13,66.31,3654983,STT
6/4/13,66.15,3272166,STT
6/5/13,64.88,4228334,STT
6/6/13,65.53,2665648,STT
6/7/13,67.44,3090626,STT
6/10/13,67.36,2966975,STT
6/11/13,66.12,3410018,STT
6/12/13,64.91,3226638,STT
6/13/13,66.41,3716746,STT
6/14/13,66.06,3654207,STT
6/17/13,66.85,2937165,STT
6/18/13,67.32,2207135,STT
6/19/13,66.68,3443043,STT
6/20/13,65.97,4899499,STT
6/21/13,64.95,5699454,STT
6/24/13,64.09,3637356,STT
6/25/13,64.84,2795505,STT
6/26/13,64.99,2735416,STT
6/27/13,65.55,2471686,STT
6/28/13,65.21,3133171,STT
7/1/13,65.76,2432014,STT
7/2/13,65.87,3189485,STT
7/3/13,65.81,1164930,STT
7/5/13,67.76,2116546,STT
7/8/13,67.81,2587103,STT
7/9/13,68.83,1724586,STT
7/10/13,68.58,2346085,STT
7/11/13,68.5,3104677,STT
7/12/13,68.95,2739645,STT
7/15/13,69.25,2619950,STT
7/16/13,68.69,2070152,STT
7/17/13,69.4,2656454,STT
7/18/13,70.1,3276887,STT
7/19/13,69.28,3248390,STT
7/22/13,70.02,3174685,STT
7/23/13,71.2,2586398,STT
7/24/13,69.67,2690339,STT
7/25/13,69.35,2781373,STT
7/26/13,68.95,2530029,STT
7/29/13,68.53,1586022,STT
7/30/13,68.64,1751693,STT
7/31/13,69.67,2978239,STT
8/1/13,70.7,1863195,STT
8/2/13,70.57,1626259,STT
8/5/13,70.35,1159020,STT
8/6/13,70.65,1764221,STT
8/7/13,69.34,2271734,STT
8/8/13,69.51,1567550,STT
8/9/13,69.32,1666304,STT
8/12/13,68.55,2159518,STT
8/13/13,69.23,1450530,STT
8/14/13,69.26,1425725,STT
8/15/13,67.8,1744880,STT
8/16/13,67.85,2094144,STT
8/19/13,67.42,2550321,STT
8/20/13,68.26,1855266,STT
8/21/13,68.21,2238081,STT
8/22/13,69.73,1936888,STT
8/23/13,69.67,1769578,STT
8/26/13,69.52,1680693,STT
8/27/13,66.87,2547352,STT
8/28/13,66.79,1670542,STT
8/29/13,67.2,1314054,STT
8/30/13,66.72,1881362,STT
9/3/13,67.56,2217165,STT
9/4/13,68.26,2324109,STT
9/5/13,68.31,1737033,STT
9/6/13,67.63,1932492,STT
9/9/13,68.11,1904832,STT
9/10/13,68.65,2242870,STT
9/11/13,68.29,1808548,STT
9/12/13,67.8,1654473,STT
9/13/13,68.05,2249584,STT
9/16/13,68.83,1700872,STT
9/17/13,69.1,1520967,STT
9/18/13,69.03,3147502,STT
9/19/13,68.63,2310229,STT
9/20/13,67.64,5425304,STT
9/23/13,66.59,2588401,STT
9/24/13,66.49,2578306,STT
9/25/13,66.73,2115731,STT
9/26/13,66.97,1585729,STT
9/27/13,66.21,1587752,STT
9/30/13,65.75,1825046,STT
10/1/13,66.7,1814575,STT
10/2/13,65.94,3810236,STT
10/3/13,65.75,3664457,STT
10/4/13,66.42,2429034,STT
10/7/13,65.95,1682706,STT
10/8/13,64.71,2646021,STT
10/9/13,64.78,2950363,STT
10/10/13,67.11,2104512,STT
10/11/13,67.22,3162330,STT
10/14/13,67.27,2509180,STT
10/15/13,67.03,2656139,STT
10/16/13,68.53,3060540,STT
10/17/13,69.52,3030973,STT
10/18/13,69.77,2276367,STT
10/21/13,69.81,1383064,STT
10/22/13,67.54,6105324,STT
10/23/13,67.64,4714244,STT
10/24/13,67.94,3034689,STT
10/25/13,68.74,2227406,STT
10/28/13,68.58,2325217,STT
10/29/13,70.26,2765462,STT
10/30/13,70.23,2897828,STT
10/31/13,70.07,2322833,STT
11/1/13,70.35,1850966,STT
11/4/13,70.92,2047362,STT
11/5/13,70.8,1664441,STT
11/6/13,71.18,1551343,STT
11/7/13,69.85,2586878,STT
11/8/13,71.86,2644134,STT
11/11/13,71.81,2033166,STT
11/12/13,69.9,4083676,STT
11/13/13,70.88,1926380,STT
11/14/13,70.62,2036042,STT
11/15/13,70.64,1859671,STT
11/18/13,70.99,2476628,STT
11/19/13,70.9,2084250,STT
11/20/13,71.08,2451734,STT
11/21/13,72.05,1755580,STT
11/22/13,72.7,1863035,STT
11/25/13,72.11,1590297,STT
11/26/13,72.55,2450701,STT
11/27/13,72.34,1668398,STT
11/29/13,72.61,1357664,STT
12/2/13,72.89,1927297,STT
12/3/13,71.5,1910921,STT
12/4/13,70.83,2975066,STT
12/5/13,70.16,2458805,STT
12/6/13,71.23,1850392,STT
12/9/13,71.82,1874333,STT
12/10/13,71.35,1725234,STT
12/11/13,70.37,2164503,STT
12/12/13,70.21,1750969,STT
12/13/13,69.73,1716104,STT
12/16/13,70.02,2303515,STT
12/17/13,69.59,1393927,STT
12/18/13,71.43,2119313,STT
12/19/13,71.03,1667343,STT
12/20/13,71.55,3474310,STT
12/23/13,72.21,1371129,STT
12/24/13,72.23,453709,STT
12/26/13,72.73,942916,STT
12/27/13,72.96,968399,STT
12/30/13,72.66,1086700,STT
12/31/13,73.39,976127,STT
1/2/14,73.16,1733439,STT
1/3/14,74.7,2059539,STT
1/6/14,74.69,2520841,STT
1/7/14,75.24,1521808,STT
1/8/14,75.05,1508687,STT
1/9/14,75.35,1298846,STT
1/10/14,74.88,1391996,STT
1/13/14,72.93,2042732,STT
1/14/14,73.47,1514055,STT
1/15/14,74.32,2084706,STT
1/16/14,73.72,1281459,STT
1/17/14,73.5,2353459,STT
1/21/14,74.17,1866410,STT
1/22/14,75.15,1868191,STT
1/23/14,72.76,2607351,STT
1/24/14,69.52,5519713,STT
1/27/14,68.3,4251184,STT
1/28/14,68.88,3583304,STT
1/29/14,67.6,4065528,STT
1/30/14,68.24,3082027,STT
1/31/14,66.95,3857562,STT
2/3/14,64.6,5548361,STT
2/4/14,65.46,2955185,STT
2/5/14,64.34,3961209,STT
2/6/14,65.92,2327236,STT
2/7/14,68.23,4661291,STT
2/10/14,68.16,2665315,STT
2/11/14,68.75,1651003,STT
2/12/14,68.8,1670354,STT
2/13/14,68.5,2540122,STT
2/14/14,68.81,2704631,STT
2/18/14,68.22,3031184,STT
2/19/14,68.05,2938055,STT
2/20/14,67.82,1868503,STT
2/21/14,68.52,2970874,STT
2/24/14,69.07,2339854,STT
2/25/14,67.87,2246177,STT
2/26/14,67.41,3216137,STT
2/27/14,67.39,3414523,STT
2/28/14,65.67,7469795,STT
3/3/14,65.2,2822088,STT
3/4/14,66.41,2620769,STT
3/5/14,66.5,2100503,STT
3/6/14,67.73,3306852,STT
3/7/14,68.14,2833860,STT
3/10/14,68.2,1426741,STT
3/11/14,66.83,2628808,STT
3/12/14,66.16,2357088,STT
3/13/14,64.48,4026601,STT
3/14/14,64.73,2164438,STT
3/17/14,65.44,2013184,STT
3/18/14,65.34,2288406,STT
3/19/14,66.15,3253550,STT
3/20/14,68,3823483,STT
3/21/14,68.81,6591505,STT
3/24/14,70.21,5065640,STT
3/25/14,70.16,2990842,STT
3/26/14,68.64,3182178,STT
3/27/14,68.49,4528399,STT
3/28/14,68.99,2526911,STT
3/31/14,69.55,2177723,STT
4/1/14,69.57,2030619,STT
4/2/14,69.28,2622790,STT
4/3/14,69.49,1542123,STT
4/4/14,68.25,3350532,STT
4/7/14,66.52,2644336,STT
4/8/14,65.92,3678050,STT
4/9/14,67.07,2595184,STT
4/10/14,65.15,2548416,STT
4/11/14,63.76,3290051,STT
4/14/14,64.44,2549712,STT
4/15/14,64.35,3599298,STT
4/16/14,64.91,2182552,STT
4/17/14,65.53,1922332,STT
4/21/14,65,1572608,STT
4/22/14,65.36,2779595,STT
4/23/14,65.91,2260326,STT
4/24/14,65.73,3045350,STT
4/25/14,63.79,5063601,STT
4/28/14,63.49,4464660,STT
4/29/14,64.34,1670198,STT
4/30/14,64.56,2208781,STT
5/1/14,64.6,2037347,STT
5/2/14,65.36,2497001,STT
5/5/14,64.13,2323251,STT
5/6/14,63.55,4913597,STT
5/7/14,64.25,2179266,STT
5/8/14,64.96,2660709,STT
5/9/14,64.86,1909727,STT
5/12/14,65.86,2415957,STT
5/13/14,65.59,3016175,STT
5/14/14,64.87,2637218,STT
5/15/14,63.21,4434559,STT
5/16/14,63.19,4565058,STT
5/19/14,63.81,2430035,STT
5/20/14,63.23,3205326,STT
5/21/14,64.27,2240829,STT
5/22/14,64.69,1736662,STT
5/23/14,64.49,1776311,STT
5/27/14,65.17,2117176,STT
5/28/14,64.83,2636894,STT
5/29/14,65.01,2257394,STT
5/30/14,65.27,2118866,STT
6/2/14,65.07,1590973,STT
6/3/14,65.79,2279145,STT
6/4/14,66.32,1965410,STT
6/5/14,66.43,2315095,STT
6/6/14,67,1831675,STT
6/9/14,67.21,1518399,STT
6/10/14,66.96,1531942,STT
6/11/14,66.48,1463319,STT
6/12/14,66.23,1926288,STT
6/13/14,66.26,2100310,STT
6/16/14,66.09,2073768,STT
6/17/14,67.73,3688602,STT
6/18/14,67.82,2660382,STT
6/19/14,67.22,3163555,STT
6/20/14,67.8,1826635,STT
6/23/14,68.03,1136775,STT
6/24/14,67.55,1665836,STT
6/25/14,68.03,1620518,STT
6/26/14,67.67,1845277,STT
6/27/14,66.82,2016362,STT
6/30/14,67.26,2169600,STT
7/1/14,67.66,1556402,STT
7/2/14,68.1,2374254,STT
7/3/14,68.84,1259879,STT
7/7/14,68.54,1367091,STT
7/8/14,67.79,1661007,STT
7/9/14,68.15,2092565,STT
7/10/14,67.7,1458113,STT
7/11/14,67.61,1597668,STT
7/14/14,68.58,1994856,STT
7/15/14,69.11,2211147,STT
7/16/14,69.42,3062989,STT
7/17/14,69.12,2967311,STT
7/18/14,69.9,3713799,STT
7/21/14,69.75,2961800,STT
7/22/14,70.07,6265323,STT
7/23/14,70.29,2096397,STT
7/24/14,71.56,2846784,STT
7/25/14,71.45,2060874,STT
7/28/14,71.25,1292687,STT
7/29/14,71.02,1346910,STT
7/30/14,71.86,1756123,STT
7/31/14,70.44,2459325,STT
8/1/14,70.47,1951092,STT
8/4/14,70.47,1951092,STT
8/5/14,69.62,1786787,STT
8/6/14,70.32,1945938,STT
8/7/14,69.69,2015967,STT
8/8/14,70.36,1323016,STT
8/11/14,70.3,1234341,STT
8/12/14,69.77,2418034,STT
8/13/14,69.99,1817039,STT
8/14/14,70.17,1387085,STT
8/15/14,69.63,2053468,STT
8/18/14,70.19,1965459,STT
8/19/14,70.2,1411478,STT
8/20/14,70.44,1676360,STT
8/21/14,70.77,1726709,STT
8/22/14,70.92,1747583,STT
8/25/14,71.75,1324503,STT
8/26/14,72.2,1771163,STT
8/27/14,71.61,1355734,STT
8/28/14,71.67,1171284,STT
8/29/14,72.03,1175824,STT
9/2/14,72.39,1609184,STT
9/3/14,72.31,1385706,STT
9/4/14,72.43,1984596,STT
9/5/14,72.66,1753032,STT
9/8/14,72.69,1445339,STT
9/9/14,71.55,1918914,STT
9/10/14,72.19,2078618,STT
9/11/14,72.92,2001539,STT
9/12/14,74.08,3165157,STT
9/15/14,74.3,2748856,STT
9/16/14,74.3,2252633,STT
9/17/14,74.81,2794989,STT
9/18/14,75.73,2394332,STT
9/19/14,74.84,3198220,STT
9/22/14,74.47,1386305,STT
9/23/14,73.94,1361667,STT
9/24/14,74.94,1778643,STT
9/25/14,73.86,1893938,STT
9/26/14,74.31,1510569,STT
9/29/14,73.61,1299529,STT
9/30/14,73.61,1764227,STT
10/1/14,72.5,1973568,STT
10/2/14,72.66,2776087,STT
10/3/14,73.59,1704872,STT
10/6/14,73.51,1412851,STT
10/7/14,71.27,2733297,STT
10/8/14,71.93,3567276,STT
10/9/14,69.11,4754223,STT
10/10/14,68.04,4238920,STT
10/13/14,66.9,2809460,STT
10/14/14,67.23,2865234,STT
10/15/14,65.81,4695717,STT
10/16/14,66.19,2564029,STT
10/17/14,67.38,3229416,STT
10/20/14,67.42,1461260,STT
10/21/14,68.97,1773980,STT
10/22/14,67.9,3219613,STT
10/23/14,68.94,2012970,STT
10/24/14,71.88,3907400,STT
10/27/14,72.36,1951806,STT
10/28/14,72.95,2011854,STT
10/29/14,77.22,1352110,STT
10/30/14,77.45,2162889,STT
10/31/14,75.46,3036326,STT
11/3/14,75.86,1905955,STT
11/4/14,76.58,2313648,STT
11/5/14,77.22,1352110,STT
11/6/14,77.85,1159243,STT
11/7/14,77.81,1789552,STT
11/10/14,78.12,1961014,STT
11/11/14,77.68,1888940,STT
11/12/14,77.45,2162889,STT
11/13/14,76.48,3010342,STT
11/14/14,76.07,2536990,STT
11/17/14,75.67,2444132,STT
11/18/14,75.86,1712881,STT
11/19/14,75.88,1624789,STT
11/20/14,76.2,1881121,STT
11/21/14,76.57,2004905,STT
11/24/14,77.21,1508050,STT
11/25/14,77.19,1565104,STT
11/26/14,76.87,1060444,STT
11/28/14,76.73,608605,STT
12/1/14,76.02,1582243,STT
12/2/14,77.42,1875878,STT
12/3/14,78.35,1878865,STT
12/4/14,78.28,1765853,STT
12/5/14,79.28,1826416,STT
12/8/14,79.72,1705686,STT
12/9/14,79.6,1455641,STT
12/10/14,78.38,2454276,STT
12/11/14,78.2,2033139,STT
12/12/14,75.24,3498445,STT
12/15/14,75.42,2710617,STT
12/16/14,74.89,2253037,STT
12/17/14,76.86,2216356,STT
12/18/14,79.47,2348151,STT
12/19/14,79.73,3583531,STT
12/22/14,79.66,1596652,STT
12/23/14,80.33,1640187,STT
12/24/14,80.07,599729,STT
12/26/14,79.9,596058,STT
12/29/14,79.91,789600,STT
12/30/14,79.21,935418,STT
12/31/14,78.5,1266418,STT
1/2/15,78.35,1421473,STT
1/5/15,77.05,3265100,STT
1/6/15,74.85,3254766,STT
1/7/15,75.55,2158230,STT
1/8/15,77.15,1590052,STT
1/9/15,76.03,2081694,STT
1/12/15,75.37,1809532,STT
1/13/15,75.19,2266255,STT
1/14/15,73.35,3231469,STT
1/15/15,72.78,2370097,STT
1/16/15,73.66,2160174,STT
1/20/15,73.2,2194920,STT
1/21/15,74.74,3808521,STT
1/22/15,77.09,4103768,STT
1/23/15,72.4,4844267,STT
1/26/15,73.28,5507981,STT
1/27/15,72.54,3500630,STT
1/28/15,71.28,5427503,STT
1/29/15,71.8,2667907,STT
1/30/15,71.51,6286341,STT
2/2/15,72.98,2609021,STT
2/3/15,74.62,3586377,STT
2/4/15,73.77,2922831,STT
2/5/15,74.69,2024651,STT
2/6/15,76.12,3313539,STT
2/9/15,76.16,2728772,STT
2/10/15,77.27,2231322,STT
2/11/15,76.99,1756020,STT
2/12/15,77.39,4828539,STT
2/13/15,76.93,2537196,STT
2/17/15,77.27,3007934,STT
2/18/15,76.25,2122864,STT
2/19/15,76.54,2082086,STT
2/20/15,77.63,2418978,STT
2/23/15,77.1,1790346,STT
2/24/15,78.21,2882276,STT
2/25/15,76.91,4417640,STT
2/26/15,74.81,5054574,STT
2/27/15,74.45,3095013,STT
3/2/15,75.57,3576367,STT
3/3/15,75.37,2137010,STT
3/4/15,75.13,2426390,STT
3/5/15,74.67,2365322,STT
3/6/15,72.81,6013480,STT
3/9/15,73.57,2678822,STT
3/10/15,71.34,3022482,STT
3/11/15,72.42,3838433,STT
3/12/15,73.67,3745096,STT
3/13/15,73.41,2741364,STT
3/16/15,74.9,2648656,STT
3/17/15,75.56,2200199,STT
3/18/15,75.13,2847625,STT
3/19/15,74.83,3063610,STT
3/20/15,76.24,3356545,STT
3/23/15,75.57,1757941,STT
3/24/15,74.75,1854026,STT
3/25/15,73.27,2493836,STT
3/26/15,73.65,2727823,STT
3/27/15,73.47,1917627,STT
3/30/15,73.88,1847208,STT
3/31/15,73.53,2597416,STT
4/1/15,73.45,2480805,STT
4/2/15,73.97,1920633,STT
4/6/15,74.65,1634557,STT
4/7/15,75.2,2329591,STT
4/8/15,75.78,1934063,STT
4/9/15,76.22,1799944,STT
4/10/15,76.35,1699264,STT
4/13/15,76.65,1793075,STT
4/14/15,76.39,1584895,STT
4/15/15,76.53,1910697,STT
4/16/15,76.44,1177356,STT
4/17/15,75.68,2238212,STT
4/20/15,76.28,1148089,STT
4/21/15,76.67,2514634,STT
4/22/15,77.93,3248400,STT
4/23/15,78.19,2804057,STT
4/24/15,76.36,4179514,STT
4/27/15,76.93,3793337,STT
4/28/15,77.48,1890603,STT
4/29/15,77.65,1587869,STT
4/30/15,77.12,2143363,STT
5/1/15,77.65,1185715,STT
5/4/15,78.74,1654509,STT
5/5/15,78.75,3029259,STT
5/6/15,78.01,2650202,STT
5/7/15,78.17,1816245,STT
5/8/15,78.75,1360999,STT
5/11/15,78.02,2279053,STT
5/12/15,77.76,2210906,STT
5/13/15,78,1465980,STT
5/14/15,77.72,3376965,STT
5/15/15,77.85,1963113,STT
5/18/15,78.69,2278548,STT
5/19/15,79.11,2036512,STT
5/20/15,78.95,1538579,STT
5/21/15,78.9,1412102,STT
5/22/15,78.62,1470404,STT
5/26/15,77.61,2567923,STT
5/27/15,78.47,1799329,STT
5/28/15,79.12,2051194,STT
5/29/15,77.93,2597918,STT
6/1/15,77.44,2016625,STT
6/2/15,77.15,2261132,STT
6/3/15,78.35,2016607,STT
6/4/15,77.33,1648179,STT
6/5/15,78.52,2639133,STT
6/8/15,78.79,2375117,STT
6/9/15,79.15,1964310,STT
6/10/15,80.68,2756134,STT
6/11/15,80.84,1260191,STT
6/12/15,80.64,1999860,STT
6/15/15,79.82,1541775,STT
6/16/15,79.84,1752806,STT
6/17/15,79.49,1980068,STT
6/18/15,79.91,1763551,STT
6/19/15,78.95,3133033,STT
6/22/15,79.52,1955807,STT
6/23/15,79.9,1727561,STT
6/24/15,79.76,2429637,STT
6/25/15,78.66,1823606,STT
6/26/15,78.98,2453358,STT
6/29/15,76.29,2330288,STT
6/30/15,77,2507349,STT
7/1/15,77.43,1408430,STT
7/2/15,77.01,1396019,STT
7/6/15,76.62,1273397,STT
7/7/15,76.63,1929943,STT
7/8/15,74.6,1398283,STT
7/9/15,74.95,2543136,STT
7/10/15,75.97,2047502,STT
7/13/15,77.22,1741329,STT
7/14/15,77.54,1531695,STT
7/15/15,77.99,1288156,STT
7/16/15,79.3,2401812,STT
7/17/15,79.38,1447485,STT
7/20/15,79.8,1961576,STT
7/21/15,79.95,1938173,STT
7/22/15,80.82,2157872,STT
7/23/15,79.71,2070054,STT
7/24/15,75.38,5198477,STT
7/27/15,74.83,3448796,STT
7/28/15,76.17,2740450,STT
7/29/15,76.42,1879711,STT
7/30/15,77.15,1232699,STT
7/31/15,76.56,1928868,STT
8/3/15,77.19,2011015,STT
8/4/15,78.15,2140003,STT
8/5/15,78.1,1668440,STT
8/6/15,78.35,2680266,STT
8/7/15,78.51,1448940,STT
8/10/15,79.53,2062464,STT
8/11/15,78.43,2038571,STT
8/12/15,77.21,2943110,STT
8/13/15,77.55,1915063,STT
8/14/15,78.47,1496177,STT
8/17/15,78.13,2034371,STT
8/18/15,78.38,1415099,STT
8/19/15,77.95,2289718,STT
8/20/15,75.92,2820795,STT
8/21/15,73.88,4060152,STT
8/24/15,69.46,4985774,STT
8/25/15,68.09,4179494,STT
8/26/15,70.77,3644194,STT
8/27/15,72.94,3134864,STT
8/28/15,73.11,2003942,STT
8/31/15,71.92,2616762,STT
9/1/15,69.68,3690199,STT
9/2/15,70.82,2249009,STT
9/3/15,71.45,2311190,STT
9/4/15,70.03,2448151,STT
9/8/15,72.22,2350038,STT
9/9/15,71.26,2209253,STT
9/10/15,71.62,2372754,STT
9/11/15,71.52,1981594,STT
9/14/15,71.3,1522680,STT
9/15/15,71.93,3418293,STT
9/16/15,72.09,2475464,STT
9/17/15,71.49,3090279,STT
9/18/15,69,4757863,STT
9/21/15,69.84,2551139,STT
9/22/15,68.61,3236041,STT
9/23/15,68.56,2372971,STT
9/24/15,67.73,3485352,STT
9/25/15,68.74,2718616,STT
9/28/15,66.39,3047097,STT
9/29/15,66.62,2432892,STT
9/30/15,67.21,2848832,STT
10/1/15,67.11,2190738,STT
